#logT log cool/n2,heat/n2
# redshift= 0.500
# Log Z/Zsun= 0.000
# Log nh=-4.000
1.000 -25.207 -21.515 0.649
1.250 -25.073 -21.634 0.647
1.500 -24.835 -21.750 0.645
1.750 -24.408 -21.861 0.643
2.000 -24.015 -21.969 0.641
2.250 -23.744 -22.074 0.639
2.500 -23.564 -22.178 0.636
2.750 -23.410 -22.282 0.634
3.000 -23.283 -22.389 0.631
3.250 -23.196 -22.500 0.629
3.500 -23.156 -22.617 0.627
3.750 -23.157 -22.740 0.625
4.000 -23.140 -22.867 0.623
4.250 -22.949 -22.995 0.622
4.500 -22.446 -23.115 0.621
4.750 -21.930 -23.226 0.620
5.000 -21.561 -23.370 0.620
5.250 -21.382 -23.627 0.619
5.500 -21.600 -23.945 0.619
5.750 -21.769 -24.156 0.618
6.000 -21.802 -24.333 0.618
6.250 -22.000 -24.551 0.618
6.500 -22.424 -24.943 0.618
6.750 -22.622 -25.242 0.618
7.000 -22.599 -25.459 0.618
7.250 -22.566 -25.718 0.618
7.500 -22.488 -25.931 0.618
7.750 -22.339 -26.022 0.618
8.000 -22.164 -26.077 0.618
8.250 -21.977 -26.120 0.618
8.500 -21.781 -26.145 0.618
8.750 -21.570 -26.158 0.618
9.000 -21.350 -26.164 0.618
