#logT log cool/n2,heat/n2
# redshift= 6.000
# Log Z/Zsun= 1.000
# Log nh=-6.000
1.000 -24.615 -20.844 0.694
1.250 -24.402 -20.912 0.691
1.500 -24.129 -20.981 0.688
1.750 -23.799 -21.051 0.685
2.000 -23.482 -21.123 0.683
2.250 -23.066 -21.191 0.681
2.500 -22.632 -21.250 0.679
2.750 -22.300 -21.316 0.678
3.000 -22.093 -21.396 0.676
3.250 -21.995 -21.491 0.675
3.500 -21.946 -21.593 0.674
3.750 -21.861 -21.694 0.673
4.000 -21.698 -21.791 0.672
4.250 -21.481 -21.886 0.672
4.500 -21.225 -21.972 0.671
4.750 -20.955 -22.048 0.670
5.000 -20.701 -22.127 0.670
5.250 -20.465 -22.209 0.669
5.500 -20.235 -22.288 0.669
5.750 -19.999 -22.397 0.668
6.000 -19.754 -22.604 0.668
6.250 -19.509 -23.033 0.667
6.500 -19.261 -23.476 0.666
6.750 -19.011 -23.893 0.665
7.000 -18.760 -24.307 0.664
7.250 -18.510 -24.395 0.664
7.500 -18.260 -24.415 0.663
7.750 -18.010 -24.425 0.663
8.000 -17.760 -24.434 0.663
8.250 -17.509 -24.438 0.663
8.500 -17.259 -24.439 0.663
8.750 -17.009 -24.440 0.663
9.000 -16.759 -24.440 0.663
