#logT log cool/n2,heat/n2
# redshift= 0.000
# Log Z/Zsun=-1.000
# Log nh=-3.000
1.000 -25.466 -21.899 0.732
1.250 -25.295 -21.994 0.713
1.500 -25.099 -22.097 0.697
1.750 -24.902 -22.208 0.683
2.000 -24.725 -22.327 0.673
2.250 -24.546 -22.454 0.664
2.500 -24.387 -22.587 0.657
2.750 -24.270 -22.725 0.652
3.000 -24.186 -22.865 0.648
3.250 -24.117 -23.007 0.646
3.500 -24.070 -23.148 0.643
3.750 -24.005 -23.287 0.641
4.000 -23.844 -23.421 0.640
4.250 -23.261 -23.552 0.638
4.500 -22.554 -23.778 0.635
4.750 -22.326 -24.021 0.632
5.000 -21.920 -24.806 0.616
5.250 -22.126 -25.811 0.613
5.500 -22.377 -26.286 0.613
5.750 -22.598 -26.550 0.613
6.000 -22.662 -26.726 0.613
6.250 -22.794 -26.907 0.613
6.500 -22.997 -27.218 0.613
6.750 -23.004 -27.365 0.613
7.000 -22.931 -27.437 0.613
7.250 -22.849 -27.618 0.613
7.500 -22.758 -27.712 0.613
7.750 -22.641 -27.740 0.613
8.000 -22.525 -27.753 0.613
8.250 -22.397 -27.761 0.613
8.500 -22.275 -27.765 0.613
8.750 -22.137 -27.767 0.613
9.000 -21.999 -27.768 0.613
