#logT log cool/n2,heat/n2
# redshift= 0.500
# Log Z/Zsun=-2.000
# Log nh= 1.000
1.000 -31.830 -28.288 1.279
1.250 -30.486 -28.270 1.278
1.500 -29.517 -28.253 1.278
1.750 -28.950 -28.234 1.278
2.000 -28.590 -28.216 1.277
2.250 -28.314 -28.191 1.277
2.500 -28.091 -28.168 1.276
2.750 -27.921 -28.148 1.275
3.000 -27.780 -28.121 1.274
3.250 -27.653 -28.087 1.272
3.500 -27.507 -28.050 1.270
3.750 -27.329 -27.997 1.267
4.000 -25.571 -27.689 1.261
4.250 -22.045 -26.621 0.714
4.500 -22.689 -24.623 0.646
4.750 -22.599 -23.968 0.639
5.000 -22.277 -24.304 0.614
5.250 -22.582 -25.187 0.612
5.500 -22.845 -26.164 0.612
5.750 -23.034 -26.813 0.612
6.000 -23.116 -27.058 0.612
6.250 -23.147 -27.396 0.612
6.500 -23.147 -27.498 0.612
6.750 -23.073 -27.526 0.612
7.000 -22.986 -27.538 0.612
7.250 -22.880 -27.544 0.612
7.500 -22.776 -27.542 0.612
7.750 -22.656 -27.531 0.612
8.000 -22.542 -27.506 0.612
8.250 -22.416 -27.455 0.612
8.500 -22.297 -27.370 0.612
8.750 -22.164 -27.236 0.612
9.000 -22.032 -27.075 0.612
