#logT log cool/n2,heat/n2
# redshift= 0.750
# Log Z/Zsun=-2.000
# Log nh=-1.000
1.000 -25.324 -21.931 0.679
1.250 -25.290 -21.988 0.673
1.500 -25.138 -22.173 0.664
1.750 -25.006 -22.331 0.658
2.000 -24.885 -22.479 0.653
2.250 -24.767 -22.625 0.649
2.500 -24.654 -22.770 0.647
2.750 -24.549 -22.915 0.644
3.000 -24.454 -23.063 0.643
3.250 -24.363 -23.213 0.641
3.500 -24.278 -23.364 0.641
3.750 -24.189 -23.516 0.640
4.000 -24.087 -23.668 0.639
4.250 -23.758 -23.819 0.638
4.500 -23.034 -24.009 0.636
4.750 -22.563 -24.270 0.634
5.000 -22.106 -24.928 0.615
5.250 -22.512 -25.449 0.612
5.500 -22.832 -25.525 0.612
5.750 -23.031 -25.544 0.612
6.000 -23.115 -25.550 0.612
6.250 -23.146 -25.553 0.612
6.500 -23.146 -25.554 0.612
6.750 -23.073 -25.555 0.612
7.000 -22.985 -25.555 0.612
7.250 -22.880 -25.555 0.612
7.500 -22.776 -25.555 0.612
7.750 -22.655 -25.555 0.612
8.000 -22.541 -25.555 0.612
8.250 -22.414 -25.555 0.612
8.500 -22.295 -25.555 0.612
8.750 -22.161 -25.555 0.612
9.000 -22.028 -25.555 0.612
