#logT log cool/n2,heat/n2
# redshift= 5.500
# Log Z/Zsun=-1.000
# Log nh= 4.000
1.000 -33.534 -28.856 1.319
1.250 -32.652 -28.862 1.326
1.500 -31.875 -28.869 1.335
1.750 -30.732 -28.853 1.321
2.000 -29.705 -28.833 1.293
2.250 -28.917 -28.830 1.289
2.500 -28.327 -28.827 1.289
2.750 -27.748 -28.827 1.289
3.000 -27.211 -28.827 1.287
3.250 -26.593 -28.821 1.286
3.500 -26.931 -28.970 1.283
3.750 -27.196 -28.846 1.282
4.000 -23.849 -24.209 0.890
4.250 -23.268 -23.799 0.654
4.500 -23.058 -24.215 0.641
4.750 -22.475 -24.039 0.640
5.000 -22.078 -24.326 0.615
5.250 -22.261 -24.293 0.613
5.500 -22.634 -24.134 0.613
5.750 -22.770 -24.372 0.613
6.000 -22.754 -24.510 0.613
6.250 -22.978 -24.837 0.613
6.500 -23.074 -25.234 0.613
6.750 -23.014 -25.411 0.613
7.000 -22.926 -25.542 0.613
7.250 -22.856 -25.815 0.613
7.500 -22.765 -25.887 0.613
7.750 -22.647 -25.723 0.613
8.000 -22.533 -25.464 0.613
8.250 -22.406 -25.161 0.613
8.500 -22.285 -24.855 0.613
8.750 -22.148 -24.543 0.613
9.000 -22.010 -24.274 0.613
